customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Churn_num,TechSupport_num,Faixa_Charges,Faixa_Total
0794yvsge,0.0,male,0,1,1,72,1,0,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),20.3,1401.15,,,Baixa,Média
0795gmvqo,0.0,male,0,1,0,67,1,1,fiber optic,Yes,1,1,0,1,1,one year,0,credit card (automatic),109.9,7332.4,,,Alta,Alta
0795lafgp,0.0,male,0,1,1,71,1,1,dsl,Yes,1,1,1,1,1,two year,0,electronic check,90.4,6668.05,,,Alta,Alta
0795xccte,0.0,male,1,0,0,72,1,1,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),25.4,1809.35,,,Baixa,Média
0799ddihe,0.0,female,0,1,1,15,1,0,dsl,No,0,0,0,0,0,month to month,0,electronic check,46.3,639.45,,,Média,Baixa
0804xbfbv,0.0,female,0,0,1,11,0,0,dsl,No,0,0,0,0,0,month to month,0,electronic check,25.2,321.05,,,Baixa,Baixa
0804ygeqv,0.0,female,0,1,1,43,1,1,no,No internet service,0,0,0,0,0,one year,1,bank transfer (automatic),24.45,993.15,,,Baixa,Baixa
0807zabdg,1.0,female,0,0,1,3,1,0,dsl,Yes,0,0,1,0,0,month to month,1,mailed check,55.1,154.65,,,Média,Baixa
0810bdhaw,0.0,female,0,1,1,24,1,1,dsl,Yes,1,0,0,1,1,one year,0,electronic check,78.4,1832.4,,,Média,Média
0810dhdbd,0.0,female,0,0,0,52,1,1,dsl,Yes,0,1,1,1,0,one year,0,credit card (automatic),74.0,3877.65,,,Média,Alta
0811gsdtp,0.0,female,0,0,1,13,0,0,dsl,No,1,0,0,0,0,month to month,0,electronic check,30.15,382.2,,,Baixa,Baixa
0812wuptb,1.0,male,1,1,0,1,1,0,fiber optic,No,0,0,0,0,0,month to month,0,mailed check,70.85,70.85,,,Média,Baixa
0813taxxs,0.0,male,0,0,0,55,1,1,dsl,No,0,1,0,1,1,two year,1,bank transfer (automatic),77.8,4323.35,,,Média,Alta
0815mfzgm,0.0,female,0,1,0,42,1,0,fiber optic,No,0,1,1,1,1,two year,1,credit card (automatic),99.0,4135.0,,,Alta,Alta
0816tsphq,0.0,male,0,0,0,2,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,20.75,44.2,,,Baixa,Baixa
0817hsuse,0.0,male,0,0,0,1,1,0,dsl,No,0,1,1,1,1,month to month,1,electronic check,75.5,75.5,,,Média,Baixa
0818ocpzo,1.0,male,1,0,0,27,1,1,fiber optic,No,1,0,0,0,0,month to month,1,electronic check,81.45,2122.05,,,Alta,Alta
0820fnrnx,0.0,male,0,1,1,17,1,1,dsl,No,1,1,1,0,0,month to month,1,mailed check,66.7,1077.05,,,Média,Média
0822gavap,1.0,female,0,0,0,2,0,0,dsl,No,0,0,0,0,1,month to month,1,electronic check,34.7,62.25,,,Baixa,Baixa
0822qgcxa,0.0,female,1,1,0,27,1,1,dsl,No,1,1,1,1,1,month to month,0,electronic check,83.85,2310.2,,,Alta,Alta
0823hscdj,1.0,male,1,0,0,52,0,0,dsl,No,1,0,0,1,1,month to month,1,electronic check,49.15,2550.9,,,Média,Alta
0824vwdpo,0.0,female,0,0,0,45,1,1,fiber optic,Yes,1,0,0,0,1,one year,0,bank transfer (automatic),96.75,4442.75,,,Alta,Alta
0825cppqh,0.0,female,0,1,0,71,1,0,no,No internet service,0,0,0,0,0,two year,0,credit card (automatic),19.1,1372.45,,,Baixa,Média
0827itjph,0.0,male,0,0,0,36,1,0,no,No internet service,0,0,0,0,0,two year,1,credit card (automatic),18.55,689.0,,,Baixa,Baixa
0829ddvlk,0.0,female,0,0,0,15,1,0,no,No internet service,0,0,0,0,0,one year,0,credit card (automatic),20.1,302.45,,,Baixa,Baixa
0829xxplx,0.0,female,0,0,0,20,1,0,fiber optic,Yes,0,1,0,1,0,month to month,1,bank transfer (automatic),89.4,1871.15,,,Alta,Média
0831jnisg,0.0,male,0,1,1,71,1,0,no,No internet service,0,0,0,0,0,two year,0,mailed check,19.8,1396.25,,,Baixa,Média
0835duuiq,0.0,female,0,0,1,24,1,0,no,No internet service,0,0,0,0,0,one year,0,bank transfer (automatic),21.05,531.55,,,Baixa,Baixa
0835jkadz,0.0,female,0,0,0,71,1,1,fiber optic,No,1,1,1,1,1,two year,1,electronic check,111.25,7984.15,,,Alta,Alta
0836seylu,1.0,male,0,1,0,9,0,0,dsl,No,0,0,1,1,0,month to month,0,mailed check,40.65,328.95,,,Média,Baixa
0839jtcud,0.0,female,0,1,1,66,1,1,dsl,Yes,1,1,1,1,1,two year,0,credit card (automatic),89.9,5958.85,,,Alta,Alta
0839qnxme,0.0,female,0,0,0,30,1,0,no,No internet service,0,0,0,0,0,two year,0,credit card (automatic),19.4,578.5,,,Baixa,Baixa
0840dcnze,0.0,male,0,0,0,47,1,0,dsl,Yes,1,1,1,1,1,one year,1,bank transfer (automatic),86.95,4138.9,,,Alta,Alta
0840dfezh,0.0,female,0,0,0,7,1,1,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,75.35,564.65,,,Média,Baixa
0840jccuw,,female,0,1,0,2,1,0,dsl,No,0,0,0,0,0,month to month,1,electronic check,45.0,89.75,,,Média,Baixa
0841nulxi,1.0,male,0,0,0,1,0,0,dsl,No,0,0,0,0,1,month to month,1,electronic check,35.55,35.55,,,Baixa,Baixa
0842iwycp,0.0,female,0,0,0,46,1,0,dsl,No,0,0,0,0,0,month to month,0,bank transfer (automatic),44.95,2168.9,,,Média,Alta
0843wtbxe,1.0,male,0,0,0,53,1,1,fiber optic,No,0,0,0,1,0,month to month,0,bank transfer (automatic),85.45,4517.25,,,Alta,Alta
0847hgrml,0.0,male,0,0,1,62,1,0,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),20.0,1250.1,,,Baixa,Média
0848somko,0.0,male,0,0,0,70,0,0,dsl,Yes,0,1,1,0,1,two year,0,bank transfer (automatic),48.4,3442.8,,,Média,Alta
0848zgqij,0.0,female,0,1,0,16,1,0,fiber optic,No,1,0,0,1,1,month to month,1,bank transfer (automatic),94.65,1461.15,,,Alta,Média
0851dfjkb,0.0,female,0,0,0,15,1,0,dsl,Yes,0,1,1,0,0,month to month,0,electronic check,58.95,955.15,,,Média,Baixa
0853nwifk,0.0,female,0,0,0,45,1,0,fiber optic,Yes,1,0,0,1,1,one year,1,electronic check,100.3,4483.95,,,Alta,Alta
0853twrvk,0.0,male,0,1,0,72,1,1,fiber optic,Yes,1,1,1,0,1,two year,0,bank transfer (automatic),105.6,7581.5,,,Alta,Alta
0854uyhzd,0.0,female,0,1,1,13,1,0,no,No internet service,0,0,0,0,0,two year,0,mailed check,19.55,265.3,,,Baixa,Baixa
0856naoes,0.0,male,0,0,0,6,1,0,dsl,No,0,1,0,1,0,month to month,0,mailed check,60.9,414.1,,,Média,Baixa
0859ygkfw,0.0,male,0,1,1,18,1,0,no,No internet service,0,0,0,0,0,one year,0,bank transfer (automatic),20.05,345.9,,,Baixa,Baixa
0862prcbs,0.0,female,0,1,1,68,1,1,fiber optic,No,1,0,1,1,1,two year,1,credit card (automatic),103.75,7039.45,,,Alta,Alta
0864fvjnj,0.0,female,0,1,1,64,1,1,fiber optic,Yes,1,1,1,1,1,one year,0,electronic check,113.35,7222.75,,,Alta,Alta
0866qlsir,1.0,female,0,0,0,34,1,1,dsl,Yes,1,0,1,0,0,one year,1,mailed check,64.4,2088.75,,,Média,Alta
0867ldttc,0.0,male,0,0,0,5,1,0,dsl,No,0,1,1,1,1,month to month,0,bank transfer (automatic),75.15,392.65,,,Média,Baixa
0867mkzvy,1.0,female,0,1,0,20,1,1,fiber optic,Yes,0,0,0,0,0,month to month,0,electronic check,82.4,1592.35,,,Alta,Média
0868vjrdr,0.0,male,0,1,0,64,1,0,fiber optic,Yes,1,0,1,1,1,two year,1,credit card (automatic),104.05,6605.55,,,Alta,Alta
0869paprp,0.0,female,1,1,0,26,1,0,fiber optic,No,0,1,0,1,0,month to month,1,credit card (automatic),85.7,2067.0,,,Alta,Alta
0870vemyl,1.0,female,0,0,0,5,1,0,dsl,Yes,0,0,1,0,0,month to month,0,credit card (automatic),53.85,259.8,,,Média,Baixa
0871opbxw,0.0,female,0,0,0,2,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,20.05,39.25,,,Baixa,Baixa
0871uruwo,1.0,male,0,1,0,13,1,1,fiber optic,No,0,1,0,1,1,month to month,1,credit card (automatic),102.25,1359.0,,,Alta,Média
0872caszj,0.0,male,0,1,0,59,1,1,dsl,Yes,0,0,1,0,1,one year,1,mailed check,69.1,4096.9,,,Média,Alta
0872jcpib,0.0,male,0,0,0,17,1,1,dsl,Yes,0,0,0,0,1,month to month,0,bank transfer (automatic),65.75,1111.2,,,Média,Média
0872nxjys,1.0,female,0,0,0,9,1,0,fiber optic,No,0,0,0,0,1,month to month,1,electronic check,79.55,723.4,,,Média,Baixa
0875cabnr,1.0,female,1,0,0,10,1,0,fiber optic,No,0,1,0,0,1,month to month,1,credit card (automatic),84.6,865.55,,,Alta,Baixa
0876wduuz,1.0,female,0,0,0,5,1,0,fiber optic,No,0,0,1,0,1,month to month,1,credit card (automatic),85.4,425.9,,,Alta,Baixa
0877sdmbn,1.0,female,0,0,0,54,1,1,fiber optic,Yes,0,1,0,1,1,one year,1,bank transfer (automatic),103.95,5639.05,,,Alta,Alta
0880fvfwf,0.0,male,0,0,0,56,1,1,fiber optic,Yes,1,0,0,0,0,month to month,1,electronic check,86.4,4922.4,,,Alta,Alta
0880tkatg,1.0,male,0,1,1,4,1,1,fiber optic,No,0,1,0,1,1,month to month,0,electronic check,101.15,385.9,,,Alta,Baixa
0883eibti,1.0,female,0,0,0,2,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.5,31.55,,,Baixa,Baixa
0885hmgpy,0.0,male,0,0,0,62,1,1,dsl,Yes,1,1,1,0,0,two year,0,bank transfer (automatic),69.4,4237.5,,,Média,Alta
0886qgenl,1.0,female,1,1,0,27,1,0,fiber optic,Yes,0,1,0,1,1,month to month,1,electronic check,101.25,2754.45,,,Alta,Alta
0887hjgar,1.0,male,0,0,0,1,1,0,dsl,No,0,0,0,0,0,month to month,1,mailed check,45.7,45.7,,,Média,Baixa
0887wbjvh,0.0,female,0,1,0,53,1,0,fiber optic,No,0,0,1,1,1,one year,1,electronic check,93.45,4872.2,,,Alta,Alta
0895dqhew,1.0,male,0,1,0,54,1,1,fiber optic,No,1,1,0,1,1,month to month,1,electronic check,104.3,5278.15,,,Alta,Alta
0895lmrsf,0.0,male,0,0,0,23,1,0,dsl,No,0,0,0,1,1,one year,1,bank transfer (automatic),64.9,1509.8,,,Média,Média
0895lnkrc,0.0,male,0,1,1,6,1,0,no,No internet service,0,0,0,0,0,one year,0,mailed check,19.45,113.5,,,Baixa,Baixa
0895uadgo,0.0,male,0,0,1,8,0,0,dsl,Yes,0,0,1,0,1,two year,1,mailed check,44.55,343.45,,,Média,Baixa
0897fegmu,1.0,female,0,1,0,11,1,1,fiber optic,No,0,1,0,1,1,month to month,1,electronic check,99.5,1056.95,,,Alta,Média
0898xcgtf,0.0,male,0,1,0,61,1,1,fiber optic,No,0,0,0,1,1,one year,1,bank transfer (automatic),96.5,5673.7,,,Alta,Alta
0899liibw,0.0,male,0,1,0,34,1,1,fiber optic,No,0,1,0,1,1,month to month,0,electronic check,100.85,3527.3,,,Alta,Alta
0899wzrsd,0.0,male,0,0,0,56,1,1,fiber optic,Yes,0,0,1,1,1,month to month,1,mailed check,105.35,5794.45,,,Alta,Alta
0902rfhof,0.0,male,0,0,0,38,1,0,no,No internet service,0,0,0,0,0,one year,0,mailed check,20.1,730.1,,,Baixa,Baixa
0902xkxpn,0.0,male,0,1,1,69,1,0,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),20.2,1376.5,,,Baixa,Média
0906qvpms,0.0,male,0,1,0,72,1,1,fiber optic,Yes,1,1,1,1,1,two year,0,bank transfer (automatic),115.15,8349.45,,,Alta,Alta
0907hqnts,0.0,female,1,1,0,70,1,1,fiber optic,Yes,1,1,1,1,1,two year,1,credit card (automatic),113.0,7987.6,,,Alta,Alta
0909sdhnu,0.0,female,0,0,1,7,0,0,dsl,Yes,0,0,0,0,0,month to month,0,mailed check,29.8,201.95,,,Baixa,Baixa
0909selie,0.0,male,0,1,0,61,1,1,dsl,Yes,1,1,1,0,1,two year,1,bank transfer (automatic),80.8,4860.85,,,Alta,Alta
0910ajohq,,female,0,0,0,64,1,1,fiber optic,Yes,1,1,1,1,1,two year,1,bank transfer (automatic),115.1,7334.05,,,Alta,Alta
0913xwscn,0.0,male,0,1,1,55,1,1,fiber optic,No,0,0,0,0,1,month to month,0,bank transfer (automatic),85.5,4713.4,,,Alta,Alta
0916knfaj,0.0,male,0,1,0,61,1,1,dsl,Yes,0,1,0,0,1,two year,1,mailed check,69.9,4226.7,,,Média,Alta
0916qofdp,0.0,female,1,1,1,14,1,1,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,95.8,1346.3,,,Alta,Média
0917ezola,1.0,male,1,1,0,72,1,1,fiber optic,No,1,1,0,1,1,two year,1,bank transfer (automatic),104.15,7689.95,,,Alta,Alta
0921ohlvp,0.0,male,0,0,0,22,1,1,fiber optic,No,0,0,0,0,1,month to month,0,electronic check,83.05,1799.3,,,Alta,Média
0923pnfub,1.0,female,0,0,0,3,1,0,fiber optic,No,1,0,0,1,0,month to month,0,electronic check,83.75,247.25,,,Alta,Baixa
0924bjcrc,0.0,female,1,1,0,60,1,1,fiber optic,No,1,0,0,0,1,month to month,0,electronic check,89.45,5294.6,,,Alta,Alta
0925vydlg,1.0,female,0,0,0,3,1,1,fiber optic,No,0,0,0,0,0,month to month,0,electronic check,75.25,242.0,,,Média,Baixa
0927cngrh,0.0,male,0,0,1,1,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.55,19.55,,,Baixa,Baixa
0927lcsmg,1.0,male,0,0,0,7,1,0,fiber optic,No,0,1,0,0,0,month to month,0,mailed check,74.65,544.55,,,Média,Baixa
0928jmxnp,0.0,male,1,1,0,4,0,0,dsl,No,0,1,0,0,0,month to month,1,electronic check,29.9,118.25,,,Baixa,Baixa
0928xutsn,0.0,female,0,0,0,13,1,0,fiber optic,No,0,0,0,0,1,month to month,1,electronic check,80.5,1011.8,,,Alta,Média
0929hyqew,0.0,male,0,0,0,3,1,0,dsl,Yes,0,0,0,0,0,month to month,1,mailed check,50.15,160.85,,,Média,Baixa
0929peclo,0.0,female,1,0,0,63,1,1,fiber optic,No,0,1,0,0,1,month to month,1,bank transfer (automatic),89.6,5538.8,,,Alta,Alta
0930ehuza,0.0,female,0,0,0,36,1,0,dsl,Yes,1,1,1,1,0,one year,1,mailed check,76.35,2606.35,,,Média,Alta
0931mhtem,0.0,female,0,0,0,54,1,0,fiber optic,Yes,1,0,0,1,1,one year,1,credit card (automatic),100.05,5299.65,,,Alta,Alta
0932yixyu,0.0,female,0,0,0,47,1,0,no,No internet service,0,0,0,0,0,two year,0,credit card (automatic),20.25,1029.8,,,Baixa,Média
0936nqlju,0.0,female,0,1,0,41,1,0,no,No internet service,0,0,0,0,0,two year,0,credit card (automatic),20.65,875.55,,,Baixa,Baixa
0939eremr,0.0,female,0,0,1,13,1,0,dsl,No,0,1,1,0,0,month to month,0,mailed check,53.45,718.1,,,Média,Baixa
0939yapaf,1.0,female,0,0,0,35,1,1,fiber optic,No,0,1,0,1,1,month to month,1,electronic check,100.25,3527.6,,,Alta,Alta
0940ouqec,1.0,male,0,0,0,10,1,1,fiber optic,No,1,0,0,0,0,month to month,1,bank transfer (automatic),80.7,788.8,,,Alta,Baixa
0942kowsm,0.0,female,0,1,1,30,1,0,dsl,No,1,1,1,1,1,two year,0,bank transfer (automatic),80.8,2369.3,,,Alta,Alta
0943zqpxh,0.0,male,0,1,1,44,1,0,fiber optic,No,0,1,0,1,1,month to month,1,bank transfer (automatic),92.95,4122.9,,,Alta,Alta
0945tsonx,0.0,female,0,1,1,47,1,1,dsl,Yes,1,0,1,1,1,two year,1,credit card (automatic),85.3,4107.25,,,Alta,Alta
0946cljti,1.0,male,1,1,0,58,1,1,fiber optic,No,0,1,0,1,1,month to month,1,electronic check,98.7,5812.6,,,Alta,Alta
0946fkytx,0.0,male,0,0,0,52,0,0,dsl,No,1,0,0,0,0,one year,0,mailed check,30.1,1623.4,,,Baixa,Média
0947idhrq,1.0,female,0,0,0,7,1,0,fiber optic,No,0,0,0,1,0,month to month,1,mailed check,80.3,526.7,,,Alta,Baixa
0947mugvo,1.0,male,1,1,0,20,1,0,fiber optic,No,1,0,0,0,0,month to month,1,electronic check,73.65,1463.5,,,Média,Média
0950tzged,,male,0,0,0,56,1,1,no,No internet service,0,0,0,0,0,two year,1,bank transfer (automatic),25.95,1444.05,,,Baixa,Média
0952kmeeh,1.0,male,0,0,0,13,1,1,fiber optic,Yes,0,0,0,1,1,month to month,0,mailed check,98.15,1230.25,,,Alta,Média
0953lgovu,0.0,male,0,1,1,12,0,0,dsl,No,1,0,1,0,0,month to month,0,mailed check,35.5,432.25,,,Baixa,Baixa
0956acvzc,0.0,female,0,0,0,54,1,0,fiber optic,No,0,1,0,1,1,one year,1,credit card (automatic),94.1,5060.9,,,Alta,Alta
0956sycwg,0.0,female,0,0,0,13,1,0,no,No internet service,0,0,0,0,0,one year,0,electronic check,19.65,244.8,,,Baixa,Baixa
0958yhxgp,0.0,female,0,0,0,7,1,0,fiber optic,No,0,0,0,0,0,month to month,1,mailed check,69.9,497.3,,,Média,Baixa
0959whokv,0.0,male,0,0,0,42,1,1,fiber optic,Yes,1,1,0,0,1,one year,1,electronic check,99.0,4298.45,,,Alta,Alta
0960huwbm,0.0,male,0,1,1,65,1,1,fiber optic,No,0,1,1,1,1,two year,1,bank transfer (automatic),104.1,6700.05,,,Alta,Alta
0961zwlvi,0.0,male,0,0,1,49,1,1,fiber optic,Yes,1,1,0,1,1,one year,1,credit card (automatic),109.2,5290.45,,,Alta,Alta
0962cqpwq,0.0,female,0,1,1,62,1,0,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),20.3,1296.15,,,Baixa,Média
0963zbdrn,1.0,male,0,0,0,32,1,0,fiber optic,No,0,0,1,1,1,month to month,1,electronic check,96.2,3183.4,,,Alta,Alta
0967bmlbd,0.0,female,0,1,1,11,1,0,no,No internet service,0,0,0,0,0,one year,1,mailed check,20.0,196.35,,,Baixa,Baixa
0968ftnyz,,female,0,0,1,13,1,0,dsl,Yes,1,0,0,0,0,month to month,1,electronic check,56.0,764.55,,,Média,Baixa
0968gsikn,1.0,female,0,0,0,1,1,0,fiber optic,No,0,0,0,0,0,month to month,1,mailed check,70.8,70.8,,,Média,Baixa
0969rgkcu,0.0,male,0,1,1,37,1,0,no,No internet service,0,0,0,0,0,one year,0,credit card (automatic),19.8,677.05,,,Baixa,Baixa
0970etwge,1.0,male,0,0,0,1,1,0,fiber optic,No,0,0,0,1,1,month to month,1,electronic check,89.55,89.55,,,Alta,Baixa
0970qxpxw,0.0,female,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.65,19.65,,,Baixa,Baixa
0971qifjk,0.0,female,0,1,0,69,1,1,no,No internet service,0,0,0,0,0,two year,0,bank transfer (automatic),24.25,1641.8,,,Baixa,Média
0973kyvnf,0.0,female,0,1,1,72,1,0,dsl,Yes,1,1,0,1,0,two year,1,credit card (automatic),70.65,5011.15,,,Média,Alta
0975uydtx,0.0,female,0,1,0,26,1,1,dsl,Yes,1,1,1,1,1,one year,1,credit card (automatic),90.1,2312.55,,,Alta,Alta
0975voovl,0.0,female,0,0,0,3,0,0,dsl,No,1,0,0,0,0,month to month,0,mailed check,29.2,98.5,,,Baixa,Baixa
0979mozqi,0.0,male,0,1,0,62,0,0,dsl,No,0,0,1,1,0,two year,1,bank transfer (automatic),39.0,2337.45,,,Baixa,Alta
0979phulv,1.0,male,0,1,1,69,1,1,fiber optic,No,0,1,0,1,1,month to month,1,credit card (automatic),99.45,7007.6,,,Alta,Alta
0980fexwf,0.0,male,0,1,1,26,1,0,dsl,No,0,1,0,0,0,one year,0,mailed check,50.35,1285.8,,,Média,Média
0980pvmrc,0.0,female,0,1,1,40,0,0,dsl,No,1,0,0,1,1,month to month,1,electronic check,50.85,2036.55,,,Média,Alta
0983tatyj,0.0,female,0,1,0,33,1,0,dsl,No,0,0,1,0,0,one year,1,mailed check,51.45,1758.9,,,Média,Média
0988aadsa,0.0,female,0,1,1,72,1,1,dsl,Yes,1,1,1,0,1,two year,0,bank transfer (automatic),80.85,5824.75,,,Alta,Alta
0988jrwwp,0.0,female,0,0,0,3,1,0,dsl,No,0,0,0,1,0,month to month,1,electronic check,54.2,140.4,,,Média,Baixa
0991brrfb,1.0,male,0,0,0,18,1,0,dsl,Yes,0,0,0,0,0,month to month,0,electronic check,49.4,874.8,,,Média,Baixa
0993osgpt,0.0,female,1,1,0,68,1,0,dsl,No,1,1,1,0,0,one year,1,bank transfer (automatic),60.65,3975.9,,,Média,Alta
0997ytlny,0.0,female,0,0,1,19,1,0,dsl,No,0,0,1,0,0,month to month,0,mailed check,48.8,953.65,,,Média,Baixa
0999qxnsa,0.0,male,1,0,1,7,1,0,dsl,No,0,0,0,0,0,month to month,1,mailed check,45.75,344.2,,,Média,Baixa
1000ajsld,1.0,male,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,1,mailed check,20.1,20.1,,,Baixa,Baixa
1004noznr,0.0,male,1,0,1,56,1,0,fiber optic,Yes,0,0,0,1,1,one year,0,credit card (automatic),94.8,5264.3,,,Alta,Alta
1009irmna,1.0,female,0,0,0,7,1,0,no,No internet service,0,0,0,0,0,month to month,0,bank transfer (automatic),20.0,137.6,,,Baixa,Baixa
1010diauq,1.0,male,0,0,0,5,1,0,fiber optic,No,0,1,0,1,1,month to month,0,bank transfer (automatic),96.5,492.55,,,Alta,Baixa
1013qcwam,0.0,female,1,1,0,66,1,1,fiber optic,No,1,0,0,1,1,month to month,1,electronic check,100.8,6690.75,,,Alta,Alta
1015jpfyw,0.0,male,0,0,1,7,1,0,no,No internet service,0,0,0,0,0,one year,0,mailed check,19.45,136.75,,,Baixa,Baixa
1015owjki,0.0,male,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.05,19.05,,,Baixa,Baixa
1016djtsv,0.0,male,1,0,0,8,1,0,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,69.7,572.85,,,Média,Baixa
1017fbqmm,0.0,female,0,1,1,62,1,1,fiber optic,No,1,0,1,1,1,one year,1,credit card (automatic),106.05,6703.5,,,Alta,Alta
1020jpqow,0.0,female,0,1,0,56,1,1,fiber optic,No,1,1,1,0,0,month to month,0,electronic check,90.55,5116.6,,,Alta,Alta
1022rkxdr,0.0,female,0,0,0,41,1,1,no,No internet service,0,0,0,0,0,one year,1,mailed check,24.85,962.25,,,Baixa,Baixa
1023bqxze,0.0,male,0,0,0,57,1,0,dsl,Yes,0,1,0,1,1,two year,1,bank transfer (automatic),74.35,4317.35,,,Média,Alta
1024guald,1.0,female,0,1,0,1,0,0,dsl,No,0,0,0,0,0,month to month,1,electronic check,24.8,24.8,,,Baixa,Baixa
1024kprbb,0.0,female,0,0,0,38,1,0,fiber optic,No,0,0,0,1,1,one year,1,mailed check,89.1,3342.0,,,Alta,Alta
1024vrzhf,1.0,male,0,1,0,11,1,1,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,74.95,825.7,,,Média,Baixa
1025falix,0.0,female,0,0,0,26,1,0,fiber optic,No,0,0,0,0,0,month to month,1,credit card (automatic),69.05,1815.65,,,Média,Média
1027lkkqq,0.0,female,0,1,1,72,1,0,dsl,Yes,0,1,1,1,1,two year,1,bank transfer (automatic),80.45,5886.85,,,Alta,Alta
1028ffnjk,0.0,male,1,1,0,30,1,1,fiber optic,No,0,0,1,1,1,month to month,1,electronic check,101.5,2917.65,,,Alta,Alta
1029qfben,1.0,male,0,0,0,1,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.55,19.55,,,Baixa,Baixa
1031iideo,1.0,female,0,0,0,1,1,0,fiber optic,No,0,0,0,0,0,month to month,1,electronic check,70.85,70.85,,,Média,Baixa
1032maelw,0.0,female,0,1,1,68,1,1,dsl,Yes,1,1,1,0,1,one year,1,electronic check,78.45,5333.35,,,Média,Alta
1035ipqpu,0.0,female,1,1,0,63,1,1,fiber optic,No,1,1,0,1,1,month to month,1,electronic check,103.5,6479.4,,,Alta,Alta
1036gudcl,0.0,male,0,1,1,60,1,0,dsl,Yes,1,0,1,1,1,month to month,1,credit card (automatic),79.05,4663.4,,,Média,Alta
1038rqost,0.0,male,0,1,1,19,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,20.6,414.95,,,Baixa,Baixa
1038zagbi,1.0,female,0,1,1,12,1,0,no,No internet service,0,0,0,0,0,one year,0,bank transfer (automatic),19.8,229.6,,,Baixa,Baixa
1041rxhra,1.0,female,0,0,0,41,1,0,fiber optic,No,0,0,0,0,0,month to month,0,bank transfer (automatic),70.25,2868.05,,,Média,Alta
1042hfucw,0.0,female,0,0,1,25,1,0,dsl,No,1,0,1,0,0,one year,1,credit card (automatic),54.75,1266.35,,,Média,Média
1043uxovo,0.0,female,0,0,0,71,1,1,fiber optic,Yes,1,1,1,1,1,two year,1,credit card (automatic),113.15,7993.3,,,Alta,Alta
1043ycute,1.0,male,0,1,0,56,1,1,no,No internet service,0,0,0,0,0,two year,1,credit card (automatic),25.15,1327.15,,,Baixa,Média
1045ltcyt,0.0,female,0,1,1,8,1,0,no,No internet service,0,0,0,0,0,month to month,0,credit card (automatic),21.05,139.75,,,Baixa,Baixa
1047nncbf,0.0,male,0,0,0,20,1,0,fiber optic,No,0,0,0,0,0,month to month,0,credit card (automatic),70.55,1493.55,,,Média,Média
1047rnxzv,0.0,male,0,0,0,43,1,0,no,No internet service,0,0,0,0,0,two year,0,mailed check,19.55,876.15,,,Baixa,Baixa
1049fysyg,0.0,female,0,1,0,17,0,0,dsl,No,1,1,0,0,0,month to month,1,credit card (automatic),35.65,646.05,,,Baixa,Baixa
1051eqpzr,0.0,female,0,1,1,44,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.6,780.25,,,Baixa,Baixa
1051gejlj,0.0,female,0,0,0,2,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.5,27.55,,,Baixa,Baixa
1052qjibv,0.0,female,0,1,1,71,1,0,no,No internet service,0,0,0,0,0,two year,0,credit card (automatic),19.9,1397.3,,,Baixa,Média
1053mxttk,0.0,female,0,1,1,72,1,0,fiber optic,Yes,1,1,1,1,1,two year,1,bank transfer (automatic),108.65,7726.35,,,Alta,Alta
1057foglz,0.0,female,0,0,0,18,1,0,no,No internet service,0,0,0,0,0,month to month,0,mailed check,19.65,391.7,,,Baixa,Baixa
1058ciyua,,female,1,1,0,52,1,1,fiber optic,No,1,1,0,1,1,one year,1,electronic check,106.5,5621.85,,,Alta,Alta
1060entof,0.0,female,1,1,0,67,1,1,fiber optic,Yes,1,1,1,0,1,one year,1,credit card (automatic),105.4,7035.6,,,Alta,Alta
1061pnthc,0.0,female,0,1,1,56,1,1,fiber optic,Yes,0,1,1,1,1,month to month,1,mailed check,109.6,5953.0,,,Alta,Alta
1062lhzod,1.0,male,0,1,1,1,1,0,fiber optic,No,0,0,0,0,0,month to month,1,mailed check,69.9,69.9,,,Média,Baixa
